,GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
11,201710202,2017-09-17T20:30:00,1,2017,2,GB,ATL,AWAY,23,34,57,Georgia Dome,Dome,109,79,14,89,9.5,7,0,3,13,0,51,38,31:23:00,40,11,30,5,112,605,14.7,8,25,97,10.6,3,82,54,508,5,3,10.2,15.3,108.8,144.6,20,14,68.7,8,8,164.8,8,5,0,0,0,16,115,3,3,8,58,12,11,0,8,196,65.4,5,0,-3,7,17,10,0,0,46,61,28:37:00,31,12,20,0,96,600,10.4,11,44,232,14.1,5,46,31,368,3,0,13.2,19.3,111.9,170.9,18,14,75,0,0,0,8,8,0,0,0,16,56,0,0,8,48,12,8,0,11,272,67.9,0,5,5,109.9,0,0,3,0,24.4,37.2,5.7,164.8,0,0,-2,0,33,21.8,16,14,11,8,0,0,5,5,0,5,0,0,0,3,3,0,0,0,0,0,0,0,12,12,12,0,0,11,11,0,0,0,0,0,5,5,0,3,0,5,51,3,0,58,33,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,23,8,0,11,3,3,0,3,0,0,0,0,0,26,0,0,0,0,0,TRUE,Packers,Sunday,87,51,990000193,0,0,12,2,2017-09-17T00:00:00,2017-09-17T20:30:00,16338,12,2,16338
12,201710207,2017-09-14T20:25:00,1,2017,2,HOU,CIN,AWAY,13,9,22,Paul Brown Stadium,Artificial,96,66,5,63.4,14.9,3,7,0,3,0,53,25,32:15:00,23,16,16,5,102,438,11.7,3,58,277,13,3,40,25,162,0,0,11.1,10.7,103,117.3,25,11,44,0,0,0,3,0,0,0,25,15,101,0,0,8,44,11,16,0,15,725,80.6,0,3,3,0,6,3,0,0,44,74,27:45:00,20,11,13,0,102,486,13,0,40,135,9.2,0,58,33,351,0,0,10.1,17.5,94.1,123.7,25,11,44,5,3,82.4,8,0,0,0,162,12,74,3,3,8,18,14,16,0,12,550,78.6,3,0,-2,0,0,-2,0,0,41.2,17.3,11.1,0,0,3,0,0,28.2,30.5,13,11,8,5,0,-18.1,3,3,0,0,0,0,0,5,5,0,8,25,3,28,0,0,11,11,8,0,-3.5,0,0,0,0,0,0,0,8,8,0,16,162,5,125,0,0,56,36,8,18,8,3,3,81,0,0,0,0,12,0,28,0,0,0,0,-163,61,46,8,0,14,0,0,0,0,0,0,0,54,0,68,0,0,0,0,-25,TRUE,Texans,Thursday,44,63,990000165,0,0,13,7,2017-09-14T00:00:00,2017-09-14T20:25:00,16324,13,7,16324
13,201710214,2017-09-17T13:00:00,1,2017,2,IND,ARI,HOME,13,16,29,Lucas Oil Stadium,Dome,135,119,14,71.7,10.7,10,0,0,3,0,54,15,33:09:00,30,16,18,3,115,438,10.3,3,48,125,7.1,3,61,33,313,0,3,13.9,15.7,89.2,94.4,30,13,73.2,0,0,0,5,3,0,0,91,13,115,0,0,11,43,15,12,0,12,499,71.4,3,3,0,0,3,0,10,3,46,81,28:49:00,28,5,23,3,107,641,16.3,3,41,137,9,0,59,31,504,3,3,14,26.5,87,130.5,25,16,65.9,3,0,0,8,0,0,0,35,16,68,0,0,11,43,15,15,0,14,382,76.5,3,3,0,82.4,0,0,-3,0,46.1,37.1,9.8,0,0,0,5,0,51.1,36.3,16.5,11,8,5,0,0,3,3,0,0,0,0,0,5,5,0,11,38,8,130,3,53,14,11,5,0,0,3,3,0,0,0,0,0,11,8,0,3,16,5,58,3,25,66,13,11,0,12,0,0,0,0,0,0,0,26,0,49,0,0,0,0,0,73,30,11,0,11,5,0,0,0,0,0,0,16,0,35,0,0,0,0,0,TRUE,Colts,Sunday,68,66,990000178,0,0,14,1,2017-09-17T00:00:00,2017-09-17T13:00:00,16327,14,1,16327
14,201710215,2017-09-17T13:00:00,1,2017,2,JAX,TEN,HOME,16,37,53,EverBank Field,Artificial,138,115,15,68.4,4.1,3,0,0,13,0,48,23,29:14:00,33,16,21,3,101,511,13.9,5,41,163,10.9,3,56,33,348,3,5,10.2,17.5,96.9,102.6,21,16,76.1,0,0,0,5,5,0,0,16,16,163,3,3,5,20,5,8,0,14,405,81.1,8,3,-3,3,3,17,14,0,49,76,30:46:00,35,20,15,0,105,643,10.1,11,59,295,13.6,8,44,25,348,3,3,12.9,23.2,91.6,128.3,21,16,76.1,0,0,0,11,8,0,0,107,12,115,0,0,3,11,16,11,0,8,206,68.7,3,8,5,164.8,0,-7,-2,-2,13.7,11.7,5.6,123.6,0,11,3,3,26.4,27.5,9.8,11,8,5,0,0,3,3,0,5,0,0,0,3,3,0,3,11,11,145,3,5,12,14,8,0,0,11,11,0,0,0,0,0,8,8,0,5,91,5,36,5,16,69,16,3,0,8,0,0,0,0,0,0,0,11,0,46,0,0,0,0,0,61,20,5,0,16,5,3,0,0,0,0,0,76,0,36,0,0,0,0,0,TRUE,Jaguars,Sunday,59,46,990000176,0,0,15,34,2017-09-17T00:00:00,2017-09-17T13:00:00,16328,15,34,16328
15,201710216,2017-09-17T13:00:00,1,2017,2,KC,PHI,HOME,27,20,47,Arrowhead Stadium,Grass,122,165,16,76.6,-6.6,3,3,7,14,0,48,18,29:11:00,26,16,16,0,84,567,11,8,31,185,16,5,46,35,382,3,0,13.7,18.1,123.6,182.9,20,14,68.7,0,0,0,8,5,0,0,14,14,66,0,0,11,31,18,16,0,14,374,74.8,0,5,5,3,0,7,10,0,49,81,30:49:00,44,16,31,5,114,669,16,5,28,176,10.4,0,76,41,493,5,3,10.7,19.8,89.5,131.7,25,13,87.8,0,0,0,14,5,0,0,16,11,49,3,3,16,56,15,12,0,11,279,69.5,5,0,-3,109.9,0,5,8,5,96.9,34.9,12.5,65.9,0,-3,-5,-3,60.6,46.3,19,16,14,11,0,0,8,8,0,0,0,0,0,5,5,0,3,13,8,147,3,-5,14,8,3,0,0,5,5,0,0,0,0,0,8,5,0,3,16,5,91,0,0,74,5,16,0,15,8,3,0,0,0,0,0,13,0,66,0,0,0,0,0,59,16,11,0,5,0,0,0,0,0,0,0,16,0,46,0,0,0,0,0,TRUE,Chiefs,Sunday,53,86,990000172,0,0,16,26,2017-09-17T00:00:00,2017-09-17T13:00:00,16329,16,26,16329
16,201710229,2017-09-17T16:05:00,1,2017,2,LAC,MIA,HOME,17,19,36,Qualcomm Stadium,Grass,102,76,8,75.8,-5.8,0,10,7,0,0,43,63,26:38:00,40,8,31,5,89,605,11.2,5,23,73,8.4,3,64,51,532,3,0,13.7,17.1,131,180.8,13,5,41.2,0,0,0,8,5,0,0,38,16,92,0,0,3,13,8,16,0,11,280,70,0,0,0,3,0,10,6,0,54,36,33:22:00,35,16,21,5,112,554,13.3,3,53,183,9.5,0,56,40,371,3,0,10.9,15.5,116.3,162,21,14,63.4,3,0,0,8,0,0,0,35,14,38,0,0,5,14,14,14,0,8,214,71.4,0,0,0,109.9,0,-3,14,3,51.4,13.7,2.5,0,0,5,-8,-2,58.8,20.6,15.2,11,5,3,0,0,5,5,0,0,0,0,0,8,3,0,3,38,11,109,0,0,16,11,5,0,0,3,3,0,0,0,0,0,11,11,0,8,35,8,117,0,0,89,40,5,0,11,0,0,0,0,0,0,0,38,0,36,0,0,0,0,0,69,31,3,0,0,0,0,0,0,0,0,0,23,0,56,0,0,0,0,0,TRUE,Chargers,Sunday,66,59,990000184,0,0,29,19,2017-09-17T00:00:00,2017-09-17T16:05:00,16333,29,19,16333
17,201710232,2017-09-17T16:25:00,1,2017,2,LAR,WAS,HOME,20,27,47,Los Angeles Memorial Coliseum,Grass,109,96,5,76.6,-4.9,0,10,7,3,0,38,68,23:41,23,11,15,3,81,547,11.2,5,36,160,11.9,3,41,25,387,3,3,15.5,25.9,98.9,144.9,20,14,68.7,3,3,164.8,11,5,0,0,40,12,124,3,3,5,20,14,14,0,11,300,75,5,0,-3,3,17,0,7,0,59,31,36:19:00,35,13,20,3,112,634,15.5,8,64,377,16,5,44,30,257,3,0,15.8,14.3,109.9,155,21,14,63.4,0,0,0,11,5,0,0,38,11,41,0,0,5,38,14,8,0,11,336,84,0,5,5,82.4,0,0,5,0,21.1,28.3,7.4,82.4,0,0,-3,0,22.4,30.5,11.4,14,11,11,0,0,5,5,0,0,0,0,0,5,5,0,11,40,8,97,0,0,16,11,8,0,0,8,8,0,0,0,0,0,8,5,0,5,21,3,26,3,16,86,26,5,0,8,3,0,0,0,0,0,0,20,0,56,0,0,0,0,0,58,13,5,0,3,8,3,0,0,0,0,0,21,0,26,0,0,0,0,0,TRUE,Rams,Sunday,44,48,990000188,0,0,32,35,2017-09-17T00:00:00,2017-09-17T16:25:00,16336,32,35,16336
18,201710229,2017-09-17T16:05:00,1,2017,2,MIA,LAC,AWAY,19,17,36,Qualcomm Stadium,Grass,102,76,8,75.8,9.5,3,0,10,6,0,54,36,33:22:00,35,16,21,5,112,554,13.3,3,53,183,9.5,0,56,40,371,3,0,10.9,15.5,116.3,162,21,14,63.4,3,0,0,8,0,0,0,35,14,38,0,0,5,14,14,14,0,8,214,71.4,0,0,0,0,10,7,0,0,43,63,26:38:00,40,8,31,5,89,605,11.2,5,23,73,8.4,3,64,51,532,3,0,13.7,17.1,131,180.8,13,5,41.2,0,0,0,8,5,0,0,38,16,92,0,0,3,13,8,16,0,11,280,70,0,0,0,0,0,5,-8,-2,58.8,20.6,5.6,109.9,0,-3,14,3,51.4,13.7,6.8,16,11,5,0,0,3,3,0,0,0,0,0,11,11,0,8,35,8,117,0,0,11,5,3,0,0,5,5,0,0,0,0,0,8,3,0,3,38,11,109,0,0,69,31,3,0,0,0,0,0,0,0,0,0,23,0,56,0,0,0,0,0,89,40,5,0,11,0,0,0,0,0,0,0,38,0,36,0,0,0,0,0,TRUE,Dolphins,Sunday,59,66,990000183,0,0,19,29,2017-09-17T00:00:00,2017-09-17T16:05:00,16333,19,29,16333
19,201710228,2017-09-17T13:00:00,1,2017,2,MIN,PIT,AWAY,9,26,35,Heinz Field,Grass,129,107,8,70.9,13.2,0,3,6,0,0,41,63,25:38:00,23,14,13,3,99,391,10.9,3,33,150,12.5,3,63,33,241,0,0,10.3,12,86.7,102.1,25,14,54.9,8,0,0,3,3,0,0,20,18,216,3,3,5,35,14,11,0,16,435,72.5,3,0,-2,7,7,6,6,0,56,36,34:22:00,36,16,20,11,114,552,13.3,5,53,168,8.7,0,58,38,384,5,0,11,16.6,108.3,170.8,21,8,38.1,0,0,0,11,5,0,0,-2,16,119,0,0,5,16,13,11,0,14,318,63.6,0,3,3,164.8,0,-5,0,0,20.6,22.2,5,82.4,0,8,0,0,33,33,14.7,8,5,3,0,0,3,0,0,0,0,0,0,3,3,0,3,20,5,86,0,0,12,16,14,0,0,5,5,0,0,0,0,0,11,11,0,5,-2,5,74,0,0,79,30,5,0,5,0,0,0,0,0,0,0,20,0,44,0,0,0,0,0,51,40,5,0,16,3,3,0,0,0,0,0,0,0,41,0,0,0,0,0,TRUE,Vikings,Sunday,66,61,990000169,0,0,20,28,2017-09-17T00:00:00,2017-09-17T13:00:00,16331,20,28,16331
20,201710222,2017-09-17T13:00:00,1,2017,2,NE,NO,AWAY,36,20,56,Mercedes-Benz Superdome,Dome,138,109,11,90.6,-9.9,20,10,3,3,0,58,16,35:06:00,48,13,31,5,119,915,12.7,11,51,196,10.3,3,64,49,719,8,0,18.5,23.9,126.7,228.1,20,16,82.4,0,0,0,12,8,0,0,0,15,109,0,0,5,18,12,8,0,8,183,61,0,0,0,3,10,0,7,0,40,89,24:54:00,33,14,25,0,104,707,11.2,5,28,133,13,0,74,44,574,5,0,12.7,21.3,98.9,163.3,20,11,54.9,5,3,82.4,8,5,0,0,26,14,58,0,0,3,13,14,11,0,8,199,66.4,0,0,0,70.7,0,5,-2,-2,29,25,4.9,109.9,0,-3,3,3,21.3,20.1,6,12,11,5,0,0,11,8,0,0,0,0,0,8,8,0,3,0,0,0,0,0,14,11,11,0,0,5,5,0,0,0,0,0,8,5,0,3,26,14,188,0,0,64,13,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,23,5,0,11,0,0,0,0,0,0,0,26,0,56,0,0,0,0,0,TRUE,Patriots,Sunday,68,76,990000173,0,0,21,22,2017-09-17T00:00:00,2017-09-17T13:00:00,16330,21,22,16330
21,201710222,2017-09-17T13:00:00,1,2017,2,NO,NE,HOME,20,36,56,Mercedes-Benz Superdome,Dome,138,109,11,90.6,16.3,3,10,0,7,0,40,89,24:54:00,33,14,25,0,104,707,11.2,5,28,133,13,0,74,44,574,5,0,12.7,21.3,98.9,163.3,20,11,54.9,5,3,82.4,8,5,0,0,26,14,58,0,0,3,13,14,11,0,8,199,66.4,0,0,0,20,10,3,3,0,58,16,35:06:00,48,13,31,5,119,915,12.7,11,51,196,10.3,3,64,49,719,8,0,18.5,23.9,126.7,228.1,20,16,82.4,0,0,0,12,8,0,0,0,15,109,0,0,5,18,12,8,0,8,183,61,0,0,0,109.9,0,-3,3,3,21.3,20.1,2.2,70.7,0,5,-2,-2,29,25,13.3,14,11,11,0,0,5,5,0,0,0,0,0,8,5,0,3,26,14,188,0,0,12,11,5,0,0,11,8,0,0,0,0,0,8,8,0,3,0,0,0,0,0,86,23,5,0,11,0,0,0,0,0,0,0,26,0,56,0,0,0,0,0,64,13,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,Saints,Sunday,76,68,990000174,0,0,22,21,2017-09-17T00:00:00,2017-09-17T13:00:00,16330,22,21,16330
22,201710223,2017-09-18T20:30:00,1,2017,2,NYG,DET,HOME,10,24,34,MetLife Stadium,Artificial,112,165,12,70,-4.9,0,7,3,0,0,44,21,27:13:00,23,5,20,0,91,445,13.3,3,30,102,9.2,0,53,36,343,3,3,10.7,15.7,113.4,138.2,20,11,54.9,5,0,0,5,3,0,0,15,12,82,0,0,14,51,14,13,0,14,394,78.8,3,3,0,7,10,0,7,0,53,77,32:47:00,20,14,12,0,92,424,12.5,8,53,227,11.7,0,35,25,196,5,0,15.5,13,117.7,192.8,25,12,77,3,0,0,3,3,0,0,196,16,82,3,3,8,8,13,13,0,14,344,68.9,3,3,0,82.4,0,-5,0,-3,41.2,34.3,13.5,164.8,0,8,0,5,73.2,35.6,20.6,8,5,3,0,0,3,3,0,0,0,0,0,3,3,0,5,15,3,35,0,0,14,11,11,0,0,8,8,0,0,0,0,0,3,3,0,8,166,3,25,3,30,79,30,8,0,5,3,3,0,0,0,0,0,16,0,35,0,0,0,0,0,74,26,14,0,16,3,0,0,0,0,0,3,145,0,25,0,0,0,0,0,TRUE,Giants,Monday,61,40,990000196,0,0,23,11,2017-09-18T00:00:00,2017-09-18T20:30:00,16339,23,11,16339
23,201710225,2017-09-17T16:05:00,1,2017,2,NYJ,OAK,AWAY,20,45,65,O.co Coliseum,Grass,110,74,12,70.9,22.2,0,10,3,7,0,46,96,28:58:00,28,16,15,5,87,447,13.9,5,41,208,13.6,0,40,26,239,5,0,16.3,15,109.9,182.3,20,12,96.1,0,0,0,5,3,0,0,18,14,77,5,5,11,35,0,14,0,8,196,65.4,5,0,-3,7,14,7,17,0,51,5,31:02:00,35,16,21,5,91,676,12.4,16,44,297,11,8,46,38,379,8,0,13.5,16.5,135.3,225.1,20,13,109.9,0,0,0,11,8,0,0,21,15,130,0,0,0,0,14,13,0,8,274,91.1,0,5,5,82.4,0,-8,-5,-7,30.5,0,14.3,123.6,0,14,8,11,52.7,29.5,0,14,8,3,0,0,5,5,0,0,0,0,0,5,5,0,5,18,5,77,0,0,13,12,16,0,0,16,16,0,0,0,0,0,3,3,0,3,21,8,115,0,0,63,36,0,0,3,3,0,0,0,0,0,0,18,0,66,0,0,0,0,0,56,31,11,0,14,3,5,0,0,0,0,0,21,0,51,0,0,0,0,0,TRUE,Jets,Sunday,46,46,990000185,0,0,24,25,2017-09-17T00:00:00,2017-09-17T16:05:00,16334,24,25,16334
24,201710225,2017-09-17T16:05:00,1,2017,2,OAK,NYJ,HOME,45,20,65,O.co Coliseum,Grass,110,74,12,70.9,-22.2,7,14,7,17,0,51,5,31:02:00,35,16,21,5,91,676,12.4,16,44,297,11,8,46,38,379,8,0,13.5,16.5,135.3,225.1,20,13,109.9,0,0,0,11,8,0,0,21,15,130,0,0,0,0,14,13,0,8,274,91.1,0,5,5,0,10,3,7,0,46,96,28:58:00,28,16,15,5,87,447,13.9,5,41,208,13.6,0,40,26,239,5,0,16.3,15,109.9,182.3,20,12,96.1,0,0,0,5,3,0,0,18,14,77,5,5,11,35,0,14,0,8,196,65.4,5,0,-3,123.6,0,14,8,11,52.7,29.5,0,82.4,0,-8,-5,-7,30.5,0,23.6,13,12,16,0,0,16,16,0,0,0,0,0,3,3,0,3,21,8,115,0,0,14,8,3,0,0,5,5,0,0,0,0,0,5,5,0,5,18,5,77,0,0,56,31,11,0,14,3,5,0,0,0,0,0,21,0,51,0,0,0,0,0,63,36,0,0,3,3,0,0,0,0,0,0,18,0,66,0,0,0,0,0,TRUE,Raiders,Sunday,46,46,990000186,0,0,25,24,2017-09-17T00:00:00,2017-09-17T16:05:00,16334,25,24,16334
25,201710216,2017-09-17T13:00:00,1,2017,2,PHI,KC,AWAY,20,27,47,Arrowhead Stadium,Grass,122,165,16,76.6,10.9,3,0,7,10,0,49,81,30:49:00,44,16,31,5,114,669,16,5,28,176,10.4,0,76,41,493,5,3,10.7,19.8,89.5,131.7,25,13,87.8,0,0,0,14,5,0,0,16,11,49,3,3,16,56,15,12,0,11,279,69.5,5,0,-3,3,3,7,14,0,48,18,29:11:00,26,16,16,0,84,567,11,8,31,185,16,5,46,35,382,3,0,13.7,18.1,123.6,182.9,20,14,68.7,0,0,0,8,5,0,0,14,14,66,0,0,11,31,18,16,0,14,374,74.8,0,5,5,65.9,0,-3,-5,-3,60.6,46.3,11.5,109.9,0,5,8,5,96.9,34.9,20.6,14,8,3,0,0,5,5,0,0,0,0,0,8,5,0,3,16,5,91,0,0,16,14,11,0,0,8,8,0,0,0,0,0,5,5,0,3,13,8,147,3,-5,59,16,11,0,5,0,0,0,0,0,0,0,16,0,46,0,0,0,0,0,74,5,16,0,15,8,3,0,0,0,0,0,13,0,66,0,0,0,0,0,TRUE,Eagles,Sunday,86,53,990000171,0,0,26,16,2017-09-17T00:00:00,2017-09-17T13:00:00,16329,26,16,16329
26,201710228,2017-09-17T13:00:00,1,2017,2,PIT,MIN,HOME,26,9,35,Heinz Field,Grass,129,107,8,70.9,-13.2,7,7,6,6,0,56,36,34:22:00,36,16,20,11,114,552,13.3,5,53,168,8.7,0,58,38,384,5,0,11,16.6,108.3,170.8,21,8,38.1,0,0,0,11,5,0,0,-2,16,119,0,0,5,16,13,11,0,14,318,63.6,0,3,3,0,3,6,0,0,41,63,25:38:00,23,14,13,3,99,391,10.9,3,33,150,12.5,3,63,33,241,0,0,10.3,12,86.7,102.1,25,14,54.9,8,0,0,3,3,0,0,20,18,216,3,3,5,35,14,11,0,16,435,72.5,3,0,-2,82.4,0,8,0,0,33,33,5.4,164.8,0,-5,0,0,20.6,22.2,13.6,12,16,14,0,0,5,5,0,0,0,0,0,11,11,0,5,-2,5,74,0,0,8,5,3,0,0,3,0,0,0,0,0,0,3,3,0,3,20,5,86,0,0,51,40,5,0,16,3,3,0,0,0,0,0,0,0,41,0,0,0,0,0,79,30,5,0,5,0,0,0,0,0,0,0,20,0,44,0,0,0,0,0,TRUE,Steelers,Sunday,61,66,990000170,0,0,28,20,2017-09-17T00:00:00,2017-09-17T13:00:00,16331,28,20,16331
27,201710230,2017-09-17T16:25:00,1,2017,2,SEA,SF,HOME,12,9,21,CenturyLink Field,Artificial,92,165,13,68.4,-22.2,6,0,0,6,0,59,96,36:58:00,35,15,16,5,130,514,10.6,3,61,216,9.5,0,64,38,298,3,0,12.5,13,97.2,130.4,31,13,69.4,3,3,164.8,8,3,0,0,12,15,117,0,0,8,28,11,11,0,12,509,72.7,0,3,3,0,6,0,3,0,38,5,23:02,18,14,11,5,79,409,14.1,0,31,262,13.8,0,44,25,147,0,3,9,16,91.6,76.9,20,5,27.5,0,0,0,8,0,0,0,66,16,109,0,0,5,16,16,16,0,12,506,72.3,3,0,-2,54.9,0,-10,-3,-2,34.8,22.7,7.1,0,0,16,5,3,26.7,39.2,11.4,11,5,3,0,0,3,0,0,0,0,0,0,5,5,0,8,0,5,76,3,12,11,8,5,0,0,0,0,0,0,0,0,0,8,8,0,8,66,8,117,0,0,44,30,5,0,11,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,74,43,8,0,14,3,0,0,0,0,0,0,35,0,56,0,0,0,0,0,TRUE,Seahawks,Sunday,69,48,990000192,0,0,30,31,2017-09-17T00:00:00,2017-09-17T16:25:00,16337,30,31,16337
28,201710230,2017-09-17T16:25:00,1,2017,2,SF,SEA,AWAY,9,12,21,CenturyLink Field,Artificial,92,165,13,68.4,22.2,0,6,0,3,0,38,5,23:02,18,14,11,5,79,409,14.1,0,31,262,13.8,0,44,25,147,0,3,9,16,91.6,76.9,20,5,27.5,0,0,0,8,0,0,0,66,16,109,0,0,5,16,16,16,0,12,506,72.3,3,0,-2,6,0,0,6,0,59,96,36:58:00,35,15,16,5,130,514,10.6,3,61,216,9.5,0,64,38,298,3,0,12.5,13,97.2,130.4,31,13,69.4,3,3,164.8,8,3,0,0,12,15,117,0,0,8,28,11,11,0,12,509,72.7,0,3,3,0,0,16,5,3,26.7,39.2,6.9,54.9,0,-10,-3,-2,34.8,22.7,11.7,11,8,5,0,0,0,0,0,0,0,0,0,8,8,0,8,66,8,117,0,0,11,5,3,0,0,3,0,0,0,0,0,0,5,5,0,8,0,5,76,3,12,74,43,8,0,14,3,0,0,0,0,0,0,35,0,56,0,0,0,0,0,44,30,5,0,11,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,TRUE,49ers,Sunday,48,69,990000191,0,0,31,30,2017-09-17T00:00:00,2017-09-17T16:25:00,16337,31,30,16337
